sample,time,sigma_sq,sigma_sq_excess
0,0.0,0.72029012372122,0.0
1,0.016,0.7683792256145587,0.048089101893338704
2,0.032,0.7732311038414891,0.05294098012026904
3,0.048,0.7733509760780064,0.05306085235678637
4,0.064,0.7783480057588461,0.058057882037626074
5,0.08,0.7807075754822513,0.060417451761031304
6,0.096,0.7865754280482378,0.06628530432701774
7,0.112,0.7905778396125527,0.07028771589133265
8,0.128,0.7923319179982024,0.07204179427698232
9,0.14400000000000002,0.7952766764674898,0.07498655274626975
10,0.16,0.7984287692260845,0.07813864550486449
11,0.176,0.8017609737674968,0.08147085004627674
12,0.192,0.8055158545087572,0.08522573078753715
13,0.20800000000000002,0.8106178457340868,0.09032772201286676
14,0.224,0.8140444152116736,0.09375429149045356
15,0.24,0.8183122885733796,0.09802216485215953
16,0.256,0.8214236534986494,0.1011335297774294
17,0.272,0.8223317970454651,0.10204167332424507
18,0.28800000000000003,0.8247930668101662,0.10450294308894614
19,0.304,0.8290878805085528,0.10879775678733272
20,0.32,0.830700195847961,0.11041007212674092
21,0.336,0.8306028103095106,0.11031268658829052
22,0.352,0.8321966497454844,0.11190652602426432
23,0.368,0.8355741492299613,0.11528402550874128
24,0.384,0.8397695270118941,0.11947940329067408
25,0.4,0.8413612851791095,0.12107116145788943
26,0.41600000000000004,0.8433395320301413,0.1230494083089213
27,0.432,0.8452850907009527,0.12499496697973267
28,0.448,0.8461995469936788,0.1259094232724588
29,0.464,0.8488286300262545,0.1285385063050345
30,0.48,0.8487937821537725,0.12850365843255251
31,0.496,0.8491917780896729,0.1289016543684529
32,0.512,0.8495870653489256,0.12929694162770555
33,0.528,0.8521306043335474,0.13184048061232734
34,0.544,0.8551921761596364,0.13490205243841635
35,0.56,0.85253863691501,0.13224851319378994
36,0.5760000000000001,0.8520982530876101,0.13180812936639008
37,0.592,0.8541545245956218,0.13386440087440177
38,0.608,0.8545287944621223,0.13423867074090223
39,0.624,0.8588848431676603,0.1385947194464403
40,0.64,0.8613333485648572,0.14104322484363718
41,0.656,0.8653878971657024,0.14509777344448238
42,0.672,0.867684310642821,0.147394186921601
43,0.6880000000000001,0.869594492494166,0.14930436877294595
44,0.704,0.8710239610430709,0.15073383732185086
45,0.72,0.8720318321677283,0.15174170844650825
46,0.736,0.8794726577732815,0.1591825340520615
47,0.752,0.8856268102976226,0.16533668657640255
48,0.768,0.8846234307473211,0.16433330702610105
49,0.784,0.8790832323956267,0.15879310867440666
50,0.8,0.8744490097543389,0.1541588860331189
51,0.8160000000000001,0.8730915601140612,0.15280143639284116
52,0.8320000000000001,0.8724867232421181,0.15219659952089803
53,0.848,0.8744123428081279,0.15412221908690782
54,0.864,0.877047731221728,0.15675760750050793
55,0.88,0.8756955235550382,0.15540539983381818
56,0.896,0.8824429508795318,0.1621528271583118
57,0.912,0.8908883564581553,0.1705982327369353
58,0.928,0.891643844633647,0.17135372091242695
59,0.9440000000000001,0.8892144555307545,0.16892433180953448
60,0.96,0.8917010790384322,0.17141095531721218
61,0.976,0.8950243736975694,0.17473424997634934
62,0.992,0.9002238792800257,0.17993375555880564
63,1.008,0.9043169973148053,0.18402687359358527
64,1.024,0.9095112240490243,0.18922110032780426
65,1.04,0.9145808896124635,0.1942907658912435
66,1.056,0.9116339548103627,0.19134383108914266
67,1.072,0.9096465862852747,0.1893564625640547
68,1.088,0.9112327088867807,0.19094258516556062
69,1.104,0.9111695606729878,0.1908794369517678
70,1.12,0.9143673148986736,0.1940771911774536
71,1.1360000000000001,0.9223504012109406,0.20206027748972055
72,1.1520000000000001,0.9256991137791893,0.2054089900579693
73,1.168,0.932876668297218,0.21258654457599802
74,1.184,0.9415244504611571,0.22123432673993704
75,1.2,0.9542240797558545,0.23393395603463452
76,1.216,0.9670621635059673,0.24677203978474727
77,1.232,0.9779402933876065,0.25765016966638643
78,1.248,0.9837688146308046,0.26347869090958453
79,1.264,0.9823860039866964,0.26209588026547637
80,1.28,0.9859928652965766,0.26570274157535656
81,1.296,0.9910933150280443,0.2708031913068243
82,1.312,0.994196354927099,0.273906231205879
83,1.328,1.0057757922879214,0.2854856685667013
84,1.344,1.0216104909340151,0.3013203672127951
85,1.36,1.0429446635228075,0.3226545398015874
86,1.3760000000000001,1.0539688863897614,0.33367876266854135
87,1.3920000000000001,1.0509538552181923,0.33066373149697226
88,1.408,1.051940511061395,0.33165038734017505
89,1.424,1.0612896974731616,0.34099957375194156
90,1.44,1.0690533778409517,0.34876325411973164
91,1.456,1.0810204965693193,0.3607303728480993
92,1.472,1.0868333928892133,0.3665432691679933
93,1.488,1.094375038544125,0.37408491482290507
94,1.504,1.1123565957224513,0.39206647200123124
95,1.52,1.123284866466855,0.40299474274563507
96,1.536,1.122704786472484,0.4024146627512639
97,1.552,1.1303190585153413,0.4100289347941213
98,1.568,1.1371130148994615,0.41682289117824145
99,1.584,1.1438436684663598,0.42355354474513973
100,1.6,1.1481838907977069,0.42789376707648685
101,1.616,1.1510389106467567,0.43074878692553664
102,1.6320000000000001,1.1486548632829034,0.4283647395616834
103,1.6480000000000001,1.14757105826531,0.42728093454409
104,1.6640000000000001,1.1543716077153143,0.4340814839940943
105,1.68,1.163345369989797,0.44305524626857706
106,1.696,1.1779039366028365,0.4576138128816165
107,1.712,1.1972493432229812,0.4769592195017611
108,1.728,1.1995695573757472,0.4792794336545272
109,1.744,1.1922482297946257,0.4719581060734057
110,1.76,1.1927981153314764,0.47250799161025636
111,1.776,1.1983159791144324,0.4780258553932124
112,1.792,1.2083697631366215,0.48807963941540145
113,1.808,1.2222136633910017,0.5019235396697816
114,1.824,1.224921741286244,0.5046316175650241
115,1.84,1.2206861109419138,0.5003959872206938
116,1.856,1.2290424557084103,0.5087523319871903
117,1.872,1.2426531300208314,0.5223630062996114
118,1.8880000000000001,1.2642228337514914,0.5439327100302713
119,1.9040000000000001,1.2806415646501712,0.5603514409289512
120,1.92,1.2945085236502758,0.5742183999290558
121,1.936,1.2958695676998095,0.5755794439785895
122,1.952,1.2968258476957921,0.5765357239745721
123,1.968,1.2989605402436113,0.5786704165223913
124,1.984,1.3048360940242913,0.5845459703030713
125,2.0,1.30405988834335,0.58376976462213
126,2.016,1.2956065268448298,0.5753164031236098
127,2.032,1.2954421576724287,0.5751520339512086
128,2.048,1.3254493041064905,0.6051591803852705
129,2.064,1.3391153396322382,0.6188252159110181
130,2.08,1.352322164168007,0.632032040446787
131,2.096,1.3723660852102217,0.6520759614890017
132,2.112,1.3941648929104877,0.6738747691892677
133,2.128,1.397585242650239,0.6772951189290191
134,2.144,1.397253841437984,0.676963717716764
135,2.16,1.3934436825871892,0.6731535588659692
136,2.176,1.4000843894259913,0.6797942657047713
137,2.192,1.4155281744079236,0.6952380506867035
138,2.208,1.429772958000489,0.709482834279269
139,2.224,1.4502802148619063,0.7299900911406862
140,2.24,1.4568507109076796,0.7365605871864596
141,2.2560000000000002,1.4576672385598621,0.7373771148386421
142,2.2720000000000002,1.4540661581288497,0.7337760344076296
143,2.2880000000000003,1.4641327289879735,0.7438426052667535
144,2.3040000000000003,1.4706119465928105,0.7503218228715904
145,2.32,1.4742296290779375,0.7539395053567175
146,2.336,1.482975218195402,0.7626850944741819
147,2.352,1.4946458843995816,0.7743557606783615
148,2.368,1.4944833829500352,0.7741932592288152
149,2.384,1.5000222459748853,0.7797321222536653
150,2.4,1.505483939328007,0.785193815606787
151,2.416,1.5099215521413551,0.7896314284201351
152,2.432,1.5126208928804135,0.7923307691591934
153,2.448,1.5166549261663613,0.7963648024451413
154,2.464,1.5186586153823531,0.7983684916611331
155,2.48,1.5183229730963383,0.7980328493751183
156,2.496,1.5334268851725092,0.8131367614512892
157,2.512,1.5572879066783576,0.8369977829571376
158,2.528,1.5866204305112306,0.8663303067900106
159,2.544,1.6200791173386948,0.8997889936174748
160,2.56,1.6484943799318053,0.9282042562105852
161,2.576,1.6708563660554108,0.9505662423341907
162,2.592,1.683777682080688,0.963487558359468
163,2.608,1.6813500199330127,0.9610598962117927
164,2.624,1.6985247762506233,0.9782346525294032
165,2.64,1.7114348235111536,0.9911446997899336
166,2.656,1.726025409774777,1.0057352860535569
167,2.672,1.7502013149310889,1.0299111912098688
168,2.688,1.7727829652952245,1.0524928415740045
169,2.704,1.8271221997489984,1.1068320760277783
170,2.72,1.860252199270936,1.139962075549716
171,2.736,1.8739120097851376,1.1536218860639176
172,2.7520000000000002,1.9101431183990591,1.1898529946778391
173,2.7680000000000002,1.9535330353865399,1.2332429116653199
174,2.7840000000000003,1.9657053005668301,1.24541517684561
175,2.8000000000000003,1.9667679794886153,1.2464778557673952
176,2.816,1.994726042594411,1.274435918873191
177,2.832,2.020611327091078,1.300321203369858
178,2.848,2.0559508977439576,1.3356607740227375
179,2.864,2.0911559253938297,1.3708658016726096
180,2.88,2.0991514048494286,1.3788612811282086
181,2.896,2.095609331618299,1.375319207897079
182,2.912,2.117145027051322,1.3968549033301019
183,2.928,2.12327051470792,1.4029803909867
184,2.944,2.156876205960692,1.436586082239472
185,2.96,2.1732445170949704,1.4529543933737503
186,2.976,2.1796501191047164,1.4593599953834964
187,2.992,2.208337145461395,1.4880470217401751
188,3.008,2.228981328550152,1.508691204828932
189,3.024,2.2620727647518146,1.5417826410305946
190,3.04,2.2676777058600655,1.5473875821388454
191,3.056,2.283715924428243,1.5634258007070228
192,3.072,2.2877831512322975,1.5674930275110774
193,3.088,2.2851779528349745,1.5648878291137545
194,3.104,2.317443911457589,1.5971537877363688
195,3.12,2.3006346717168236,1.5803445479956035
196,3.136,2.3190326201593523,1.5987424964381323
197,3.152,2.315317165449343,1.595027041728123
198,3.168,2.3651661098747017,1.6448759861534816
199,3.184,2.4027913673193657,1.6825012435981457
200,3.2,2.418712945360868,1.698422821639648
201,3.216,2.4114385024494607,1.6911483787282406
202,3.232,2.416817190798009,1.696527067076789
203,3.248,2.4455043416395577,1.7252142179183376
204,3.2640000000000002,2.439150440032986,1.7188603163117662
205,3.2800000000000002,2.4493193705150538,1.7290292467938337
206,3.2960000000000003,2.4634971067163485,1.7432069829951284
207,3.3120000000000003,2.476475808477699,1.7561856847564792
208,3.3280000000000003,2.5138010555396284,1.7935109318184084
209,3.344,2.560262642102778,1.8399725183815578
210,3.36,2.584012781801682,1.863722658080462
211,3.376,2.5877472629023206,1.8674571391811006
212,3.392,2.6164740472948336,1.8961839235736135
213,3.408,2.6504385275737783,1.9301484038525583
214,3.424,2.6506068991341243,1.9303167754129043
215,3.44,2.6737054938375344,1.9534153701163144
216,3.456,2.67582022281501,1.9555300990937898
217,3.472,2.698821596388068,1.978531472666848
218,3.488,2.7009305174584175,1.9806403937371975
219,3.504,2.722817313459589,2.0025271897383687
220,3.52,2.742568586464498,2.0222784627432784
221,3.536,2.7617098531829294,2.041419729461709
222,3.552,2.7596785237998165,2.0393884000785967
223,3.568,2.7809257936372314,2.060635669916011
224,3.584,2.815646308572333,2.095356184851113
225,3.6,2.8195598844726355,2.0992697607514152
226,3.616,2.8467671838637836,2.1264770601425633
227,3.632,2.884138640939237,2.1638485172180166
228,3.648,2.893116591925243,2.172826468204023
229,3.664,2.9306416500406836,2.2103515263194637
230,3.68,2.9715629118622373,2.2512727881410175
231,3.696,2.983512070006337,2.2632219462851166
232,3.712,2.9868386730129877,2.266548549291768
233,3.728,3.0255755191115172,2.305285395390297
234,3.744,3.0384958793806174,2.318205755659397
235,3.7600000000000002,3.0834463309958253,2.3631562072746055
236,3.7760000000000002,3.1133967211487734,2.393106597427553
237,3.7920000000000003,3.136151202865477,2.415861079144257
238,3.8080000000000003,3.1360102362237563,2.4157201125025365
